title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
Godzilla vs. Mothra (Mosura tai Gojira) (1964);2;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956);3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Powaqqatsi (1988);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Pride of the Yankees, The (1942);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Valmont (1989);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Horror of Dracula (Dracula) (1958);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Strange Brew (1983);3,545454545;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incredible Mr. Limpet, The (1964);3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Flashback (1990);4,5;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Below (2002);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Brown Sugar (2002);1,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Knockaround Guys (2002);2,5;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rules of Attraction, The (2002);3,6;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0
Tuck Everlasting (2002);3,25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
White Oleander (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bowling for Columbine (2002);3,775862069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Comedian (2002);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002);0,5;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Punch-Drunk Love (2002);3,621212121;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Swept Away (2002);1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Formula 51 (2001);2,666666667;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Ring, The (2002);3,20212766;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Auto Focus (2002);3,166666667;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Grey Zone, The (2001);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Naqoyqatsi (2002);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Real Women Have Curves (2002);4,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tully (2000);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Billy Bathgate (1991);2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Grave of the Fireflies (Hotaru no haka) (1988);4,15625;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Saturday Night Fever (1977);3,318181818;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Staying Alive (1983);2,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Urban Cowboy (1980);2,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tom Horn (1980);4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Pumaman (1980);0,5;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980);2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
...All the Marbles (1981);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Absence of Malice (1981);3,25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Banana Joe (1981);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blow Out (1981);3,625;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981);2,5;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Continental Divide (1981);5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Eyewitness (Janitor, The) (1981);4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Faces of Death (1978);1,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Faces of Death 3 (1985);1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Woman Next Door, The (Femme d'à côté, La) (1981);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
First Monday in October (1981);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Four Seasons, The (1981);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Galaxy of Terror (Quest) (1981);5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
Gallipoli (1981);4,285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Ghost Story (1981);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Gregory's Girl (1981);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Happy Birthday to Me (1981);2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Looker (1981);4,5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0
Teddy Bear (Mis) (1981);3,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Modern Problems (1981);3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
My Bloody Valentine (1981);0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
My Dinner with André (1981);4,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Neighbors (1981);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Piranha II: The Spawning (1981);2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Polyester (1981);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Professional, The (Le professionnel) (1981);3,868421053;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Ghost Ship (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Jackass: The Movie (2002);3,5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Paid in Full (2002);4,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Truth About Charlie, The (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
All or Nothing (2002);3,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Frida (2002);3,78125;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Roger Dodger (2002);3,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Casino Royale (1967);2,5;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Company of Wolves, The (1984);2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Exodus (1960);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Russians Are Coming, the Russians Are Coming, The (1966);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
World of Henry Orient, The (1964);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Spy (2002);2,5;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Santa Clause 2, The (2002);2,3;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Femme Fatale (2002);3,375;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
8 Mile (2002);3,292682927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Far from Heaven (2002);3,863636364;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Harry Potter and the Chamber of Secrets (2002);3,598039216;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ararat (2002);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Standing in the Shadows of Motown (2002);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Rio Grande (1950);3,5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Blackrock (1997);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Men with Brooms (2002);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Dog Soldiers (2002);4,666666667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Houseboat (1958);2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Madame Bovary (1991);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
My Father's Glory (La gloire de mon père) (1990);4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
My Mother's Castle (Château de ma mère, Le) (1990);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Return to the Blue Lagoon (1991);1,666666667;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Toy Soldiers (1991);2,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ragtime (1981);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I'm Starting From Three (Ricomincio da Tre) (1981);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scanners (1981);3,25;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Take This Job and Shove It (1981);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thief (1981);4,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Die Another Day (2002);2,925925926;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Emperor's Club (2002);3,875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Friday After Next (2002);2,4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Personal Velocity (2002);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Quiet American, The (2002);3,9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
Talk to Her (Hable con Ella) (2002);4,035714286;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002);1,5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Extreme Ops (2002);1,75;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Solaris (2002);3,075;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
Treasure Planet (2002);3,5625;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
They (2002);1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Chopper Chicks in Zombietown (1989);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Brother (Brat) (1997);5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Cruel Romance, A (Zhestokij Romans) (1984);5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Elling (2001);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I Spit on Your Grave (Day of the Woman) (1978);2,625;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Last Seduction, The (1994);3,25;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
New Waterford Girl (1999);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zulu (1964);4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Analyze That (2002);2,5625;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Empire (2002);4,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Adaptation (2002);3,945652174;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Equilibrium (2002);3,875;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Visitor Q (Bizita Q) (2001);3,3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Hit the Bank (Vabank) (1981);4,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Victory (a.k.a. Escape to Victory) (1981);4,75;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Android (1982);4,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Attila (Attila Flagello di Dio) (1982);2,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beast Within, The (1982);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Best Little Whorehouse in Texas, The (1982);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Party 2, The (Boum 2, La) (1982);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Burden of Dreams (1982);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Deathtrap (1982);4,5;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Drumline (2002);2,916666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Hot Chick, The (2002);2,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maid in Manhattan (2002);2,605263158;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Star Trek: Nemesis (2002);3,105263158;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
About Schmidt (2002);3,173076923;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Evelyn (2002);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Intact (Intacto) (2001);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Morvern Callar (2002);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lord of the Rings: The Two Towers, The (2002);4,021276596;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Devils on the Doorstep (Guizi lai le) (2000);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
25th Hour (2002);3,840909091;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Antwone Fisher (2002);3,555555556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Gangs of New York (2002);3,518181818;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Two Weeks Notice (2002);3,263157895;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Narc (2002);3,277777778;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Blue Steel (1990);1,5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Body of Evidence (1993);1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Children's Hour, The (1961);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Duellists, The (1977);4,166666667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Miami Blues (1990);4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
My Girl 2 (1994);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
My Girl (1991);3,2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
My Neighbor Totoro (Tonari no Totoro) (1988);3,959459459;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Thief of Bagdad, The (1940);3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
War and Peace (1956);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Attack of the Crab Monsters (1957);3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Black Christmas (1974);3,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Story of O, The (Histoire d'O) (1975);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Fat City (1972);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Quicksilver (1986);2,625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Catch Me If You Can (2002);3,92173913;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Pinocchio (2002);3,5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Chicago (2002);3,724489796;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
Hours, The (2002);3,7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Max (2002);2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Nicholas Nickleby (2002);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Pianist, The (2002);4,108695652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Heavy Metal 2000 (2000);2,25;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
King of Comedy, The (1983);4,071428571;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Love Liza (2002);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Confessions of a Dangerous Mind (2002);3,6;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Blue Collar Comedy Tour: The Movie (2003);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Just Married (2003);2,75;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
City of Lost Souls, The (Hyôryuu-gai) (2000);3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Guy Thing, A (2003);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Kangaroo Jack (2003);1,75;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
National Security (2003);2,5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
City of God (Cidade de Deus) (2002);4,146666667;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Alice Adams (1935);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
American Friend, The (Amerikanische Freund, Der) (1977);5;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
American Me (1992);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Band of Outsiders (Bande à part) (1964);3,5;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
CB4 - The Movie (1993);2,9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dogfight (1991);4,166666667;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Girls! Girls! Girls! (1962);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Imitation of Life (1959);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Mystery Date (1991);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pépé le Moko (1937);3,25;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
Secret Admirer (1985);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Woman in Red, The (1984);2,375;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Darkness Falls (2003);2,125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Amen. (2002);3,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Blind Date (1984);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Ethan Frome (1993);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Harder They Come, The (1973);4,166666667;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Sugar Hill (1994);2,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Biker Boyz (2003);2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Final Destination 2 (2003);3,05;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Recruit, The (2003);3,352941176;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Guru, The (2002);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lost in La Mancha (2002);3,083333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
May (2002);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Harder They Fall, The (1956);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Ordinary Decent Criminal (2000);4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Tokyo Decadence (Topâzu) (1992);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Firefox (1982);2,75;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
I, the Jury (1982);5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Kiss Me Goodbye (1982);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Last Unicorn, The (1982);3,375;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982);3,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Midsummer Night's Sex Comedy, A (1982);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Missing (1982);4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Monty Python Live at the Hollywood Bowl (1982);4,166666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Night of the Shooting Stars (Notte di San Lorenzo, La) (1982);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Paradise (1982);3,5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Pirate Movie, The (1982);2,5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Richard Pryor Live on the Sunset Strip (1982);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sunless (Sans Soleil) (1983);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Savannah Smiles (1982);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Secret Policeman's Other Ball, The (1982);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Tenebre (1982);2,25;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trail of the Pink Panther (1982);3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Venom (1982);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
White Dog (1982);2,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Zapped! (1982);1,5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
How to Lose a Guy in 10 Days (2003);3,275862069;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Shanghai Knights (2003);3,210526316;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Daredevil (2003);2,5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Jungle Book 2, The (2003);3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
All the Real Girls (2003);4,25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Gerry (2002);3,166666667;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Dennis the Menace (1993);1,8125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Black Stallion Returns, The (1983);2,5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Black Stallion, The (1979);3,5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Patch of Blue, A (1965);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Red Badge of Courage, The (1951);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
